run_id,gain,psf_sigma_x,psf_sigma_y,psf_theta,enf,optical_bg_lipid,lipid_brightness,spot_density
repeat_013,14.703359866590757,1.9130239647124017,2.148447312951486,-17.65101621014154,2.4515974288680296,2.2723708358400554,12262.026676461694,764.7062460526175
repeat_014,16.927404327241376,2.2274795685861113,2.296100091467271,-1.4359999476121224,2.407892617716885,2.123670345262023,17923.59575123508,478.1988744551249
repeat_015,30.119292495370683,1.7637573203070245,2.015396689355463,23.557187739106254,1.092425225452841,1.2717297183173835,10797.704547503165,776.8639935384792
repeat_016,18.24220767039434,1.7969836558666867,2.6011415105716567,-14.003722926192303,2.2752912376850216,2.272795468060202,18392.117988466835,447.01971143111246
repeat_017,24.409828633960796,2.051146956052307,2.266628901896597,22.383095067648252,1.7973707976527087,1.846849414643119,18273.159660047226,459.0769754967299
repeat_018,29.68378292742605,2.2026641011950234,1.9663953349665693,-24.95662226844275,1.7110595016342607,1.154403559579904,14525.46403894505,633.9280173359526
repeat_019,19.30484629233334,2.4400521176954664,2.6942829291958654,-38.07334683144695,2.3800759981238917,1.876412755396763,21099.018204328266,411.5496653360532
repeat_020,16.946753564239586,1.9718627259318122,1.8853896755669501,-24.773031407574173,1.8057259876619334,2.423498669851049,13985.991531661513,710.2764401103318
repeat_021,17.973856748714198,1.6482961910974685,2.3855445231614096,-18.838430400158572,2.2372892149105335,1.929234013117457,12827.49855213144,666.1348179888354
repeat_022,22.7278273766263,2.1470296807464275,1.8623411488504849,-36.6491786252049,1.9316132400739838,1.609926719413684,12582.707017873916,713.9280627133231
repeat_023,5.012102093897756,1.7408090479161824,2.0474238077875673,10.679412709943048,2.4105923860830316,14.887730467081687,12313.060980564129,633.0588752356389
repeat_024,15.907789816396578,1.7402239479583435,2.5628944148915953,-35.24192220344557,1.795477436405078,0.891150153233015,12599.36377079682,817.772024462504
repeat_025,21.973913244413232,2.3673246052763024,2.0148198052805184,13.849137196725732,1.905102750966768,1.8794437970984665,16842.470005402756,489.58674164413037
repeat_026,15.80843117652288,1.8384604293421043,2.3943784428336725,-40.41210042716249,2.28098977208218,1.8447564873825193,14363.414042795162,638.1507226410498
repeat_027,24.701215840779373,1.9215958158381827,2.4273960052407704,-21.549166888531353,1.491510705894802,1.9107029278320784,15988.381051916102,543.8191186032589
repeat_028,23.145345171917075,1.8383668337083094,2.2021742007709912,44.46295280949956,1.9278959015814796,1.3843955457929609,12698.685328324056,761.7579955605966
repeat_029,22.172379354125713,2.157673975368478,2.160247745141088,-43.33760631984559,2.2034486015357437,1.8769202802591793,15809.16043891403,506.4767510436451
repeat_030,23.330974946054436,1.716425328495511,2.3170539896221465,-40.84924340440342,2.1003227216151736,1.3310878719541441,12135.866554260121,760.5124675239034
repeat_031,30.652785308976966,1.7552967611416819,1.912697645693236,-39.47418185732231,1.2647173341109688,1.0462747605150777,11650.238538923311,740.2984905865098
repeat_032,44.318459304187954,1.6496844179334667,2.370606823453818,-39.740836003187795,1.220120206995275,0.6764509306575053,12050.245262783186,737.5046176839562
