param,n,mean,std,cv,min,max
gain,100,22.546134517948346,7.803205652992954,0.34609948977200683,5.012102093897756,45.650393632365464
psf_sigma_x,100,1.9707879403302175,0.23234265727528008,0.1178932814234441,1.6436729387180231,2.495125147514808
psf_sigma_y,100,2.250712893355327,0.2562216260169067,0.11384020892817455,1.8273550379437207,2.7677701379251682
psf_theta,100,-4.896038482303193,27.437086812893458,5.603936103048461,-43.33760631984559,44.46295280949956
enf,100,1.939071730747874,0.4007430463908747,0.20666746878740452,1.092425225452841,2.4973643454867
optical_bg_lipid,100,1.9988372379739798,1.663092081796426,0.8320297672071265,0.6764509306575053,14.887730467081687
lipid_brightness,100,14889.293277382612,2490.6158710922605,0.1672756271700013,10797.704547503165,24368.80423825923
spot_density,100,605.6650367930289,105.30013038734602,0.17385869084487,332.2234638616654,817.772024462504
