run_id,status,lipid_brightness,psf_sigma_x,psf_sigma_y,psf_theta,gain,enf,optical_bg_lipid,spot_density,training_discrepancy,validation_discrepancy,duration_sec,pid
repeat_064,ok,15899.133653234752,2.390052572344022,2.082158023651889,12.383581881282995,25.7628268975693,1.5034577611942979,1.1017329429207448,551.5068804201557,0.11499456726587698,0.10621874191861787,,
repeat_065,ok,15765.412000113452,1.998547879176607,2.495356162782598,34.005527327026044,33.240472010690006,1.7990105094918074,1.0595738951083453,591.0865494868367,0.14174385311301577,0.2891576220198765,,
repeat_066,ok,15030.481677777789,1.9482886552557563,2.3458431311291514,40.30909011500754,28.756043568185245,1.3805702825590724,1.0968629892540682,616.9689296508459,0.09798698691889157,0.2574086829150395,,
repeat_067,ok,14096.904140287541,2.110643162371359,2.000061513739393,-21.147104802701612,18.770455823103475,2.162672770639497,1.9862656201748525,601.4623506379739,0.09146419329320941,0.3410213192776328,,
repeat_068,ok,15245.02386745066,1.696971936708599,2.7677701379251682,23.782971151733413,15.464781200077082,2.4468323258882045,2.082527746245407,541.7419359755172,0.09893033625171548,0.16314480938144998,,
repeat_069,ok,15072.118903645718,1.9809010059986771,2.3447163321594857,-31.121958500652628,18.13452829717742,1.7454251390882283,2.2625813304299034,575.4270520045872,0.0997044894111733,0.23193054923492118,,
repeat_070,ok,14664.797012419522,2.210037620928381,2.098368959771612,-0.3475062902377548,13.905474183529996,1.7435813174102657,2.558488479691972,587.8634918122651,0.17192469817061243,0.2353466926608689,,
repeat_071,ok,24368.80423825923,2.335066471741803,2.3575008049417456,-0.2344524563553112,21.994040793608434,2.3909217098319466,2.5343080652244643,332.2234638616654,0.2514319000587319,0.2841660000392493,,
repeat_072,ok,14121.10988116993,1.8220843862029723,2.3317603194473038,25.047731706250353,18.980016793483948,2.470674125800227,1.9921512401944812,589.5987585864012,0.12639589948113722,0.14231382509313031,,
repeat_073,ok,18357.26525271906,2.0997096659969245,2.4984992659744942,-32.90439035123355,39.142186545575456,1.1053813011126539,0.8506404900206731,522.9368603685659,0.19068160674410295,0.17072317530630238,,
repeat_074,ok,11281.832384875239,1.6838121927043648,2.1034973730562068,39.92523200957209,31.500879675555623,1.2410568718323034,1.097350412463947,800.2000869671741,0.13367120319020398,0.15654128482660093,,
