param,n,mean,std,cv,min,max
gain,5,5.115000073777585,4.338014494003277,0.8480966630367064,1.865946721725667,12.485620694976872
psf_sigma_x,5,2.1317839551361453,0.15981528020584068,0.07496785958107756,1.9061562962836855,2.308615124102967
psf_sigma_y,5,2.352448931071001,0.1723436868769255,0.07326139352086274,2.1730277644203424,2.5587551460860203
psf_theta,5,-12.827016576131276,27.60566160909696,2.152149835096185,-44.99091955646834,16.95241356944264
enf,5,2.084211840524147,0.3198447715320607,0.1534607784646424,1.5698914660105177,2.363953862741708
optical_bg_lipid,5,7.017291803592043,3.9436213175262775,0.5619862231619895,2.0334830612257266,12.818085742812658
lipid_brightness,5,13303.15487695972,946.384908566289,0.07113988503624595,12082.384931311328,14610.58166780822
spot_density,5,698.0286045062396,64.60516852063448,0.09255375510912459,619.4810816437504,795.5646472157783
