sample,n_img,n_spots,alpha_standard,std_lo,std_hi,alpha_corrected,cor_lo,cor_hi,abs_corr_minus_2
20nM_EGFP,20,6603,1.1195098295238821,1.0857442071812644,1.1531570000776805,1.3257412988455264,1.2887919399798,1.364198951245952,0.6742587011544736
50nM_EGFP,20,5427,1.181304200302328,1.1609756232224426,1.2021328273120402,1.4822142339276496,1.4565751703946028,1.5075071771819213,0.5177857660723504
100nM_EGFP,20,6414,1.29008337455335,1.267459682448721,1.3109604487568012,1.5767744891659567,1.5510875089347065,1.604603642439322,0.42322551083404325
300nM_EGFP,20,5378,1.4193363933736944,1.3850209128458044,1.4564486829222065,1.7194184103795371,1.686252385021389,1.754562207949038,0.28058158962046287
25nM_endophilin,55,26551,0.6490185901625642,0.6446223814173505,0.6537129280794242,0.4469217156167908,0.43875372870908264,0.45505682367787714,1.5530782843832092
300nM_endophilin,55,25914,0.6258069486377157,0.620864647195118,0.6319899689430588,0.4085447172573872,0.3998478129014394,0.42093029826870304,1.5914552827426127
